,loss,dice_coef,iou_coef,val_loss,val_dice_coef,val_iou_coef,lr
21,0.04223920777440071,0.9023705720901489,0.8528918623924255,0.18907082080841064,0.5541924238204956,0.7458232641220093,0.0005
22,0.04286517947912216,0.9009534120559692,0.8479102849960327,0.14839860796928406,0.6571733951568604,0.7955874800682068,0.0005
23,0.04074515774846077,0.9057958722114563,0.8612626194953918,0.22212108969688416,0.4722641706466675,0.6902932524681091,0.0005
24,0.04037049412727356,0.9067217707633972,0.8525905609130859,0.19074271619319916,0.5501053333282471,0.75594562292099,0.0005
25,0.04128672927618027,0.9046314358711243,0.8420705199241638,0.1963510364294052,0.5346363186836243,0.7492427825927734,0.0005
26,0.038840487599372864,0.9101899862289429,0.8664759397506714,0.1882093995809555,0.5555834174156189,0.7558518648147583,0.0005
27,0.038485605269670486,0.910930871963501,0.8649448752403259,0.21464408934116364,0.48986488580703735,0.6956639289855957,0.0005
28,0.03521541878581047,0.9184212684631348,0.8751299977302551,0.16480810940265656,0.6150621175765991,0.7843135595321655,5.0000002e-05
29,0.03401599079370499,0.921192467212677,0.8925334215164185,0.15714851021766663,0.6342470645904541,0.7884441614151001,5.0000002e-05
30,0.033460553735494614,0.922473669052124,0.9028785228729248,0.14486664533615112,0.6653942465782166,0.8010535836219788,5.0000002e-05
31,0.03301972523331642,0.9235069751739502,0.9189547300338745,0.12994319200515747,0.7037582993507385,0.8125179409980774,5.0000002e-05
32,0.032595306634902954,0.924458920955658,0.9143549799919128,0.13927298784255981,0.6802973747253418,0.8036379218101501,5.0000002e-05
33,0.03218178078532219,0.9254254698753357,0.9111703634262085,0.141323059797287,0.6749269366264343,0.8027213215827942,5.0000002e-05
34,0.031882572919130325,0.9261035919189453,0.9123795032501221,0.1422167271375656,0.6728521585464478,0.8016988039016724,5.0000002e-05
35,0.0316520519554615,0.926669716835022,0.9235468506813049,0.12113578617572784,0.7266348004341125,0.814694881439209,5.0000002e-05
36,0.03125128149986267,0.9275928735733032,0.9241735339164734,0.129642054438591,0.7048825025558472,0.8091102838516235,5.0000002e-05
37,0.03088332526385784,0.9284546971321106,0.9203748106956482,0.1374516487121582,0.6853324174880981,0.803100049495697,5.0000002e-05
38,0.03082313761115074,0.9285647869110107,0.9173349142074585,0.14526480436325073,0.6653556823730469,0.798656165599823,5.0000002e-05
39,0.030419545248150826,0.9295055270195007,0.9185316562652588,0.1349652111530304,0.6915463209152222,0.8062354326248169,5.0000002e-05
40,0.03016285039484501,0.930113673210144,0.9192510843276978,0.1297614723443985,0.7049152255058289,0.8103637099266052,5.0000002e-05
41,0.03006657399237156,0.9302825927734375,0.9221829175949097,0.13003391027450562,0.7042035460472107,0.8104631304740906,5.0000003e-06
42,0.029851149767637253,0.9308082461357117,0.9227333664894104,0.12878957390785217,0.7071961164474487,0.8106620907783508,5.0000003e-06
43,0.02978595346212387,0.9309502840042114,0.9227575659751892,0.12975570559501648,0.7049912810325623,0.8103107810020447,5.0000003e-06
44,0.02977846935391426,0.9309840798377991,0.9230947494506836,0.1301141381263733,0.7039436101913452,0.810093343257904,5.0000003e-06
45,0.02975800447165966,0.9310338497161865,0.9227762818336487,0.13042931258678436,0.7030768394470215,0.8096921443939209,5.0000003e-06
46,0.0296937208622694,0.9311789870262146,0.9225084781646729,0.12984971702098846,0.7046685814857483,0.8100665807723999,5.0000006e-07
47,0.029686450958251953,0.9311951994895935,0.9229016900062561,0.13087400794029236,0.7022405862808228,0.8095574378967285,5.0000006e-07
48,0.029735518619418144,0.9310698509216309,0.9226144552230835,0.13054613769054413,0.7030149102210999,0.809760332107544,5.0000006e-07
49,0.029697414487600327,0.9311661124229431,0.9228299260139465,0.13054540753364563,0.70296311378479,0.8098067045211792,5.0000006e-07
