epoch,dice_coef,iou_coef,loss,lr,val_dice_coef,val_iou_coef,val_loss
0,0.5454072952270508,0.2208491861820221,0.2032492458820343,0.0005,0.3105688989162445,0.2936038076877594,0.2880830466747284
1,0.7618055939674377,0.48500552773475647,0.1034075915813446,0.0005,0.35550186038017273,0.408004492521286,0.26857998967170715
2,0.7903769016265869,0.5967516899108887,0.09100393205881119,0.0005,0.4177689850330353,0.6247563362121582,0.24278776347637177
3,0.8045655488967896,0.6382914781570435,0.0848672091960907,0.0005,0.435851126909256,0.6504693627357483,0.23579251766204834
4,0.8179010152816772,0.6714290976524353,0.07901207357645035,0.0005,0.3973483741283417,0.5507251620292664,0.25229957699775696
5,0.8275274634361267,0.686388373374939,0.0748877078294754,0.0005,0.3484456241130829,0.4332181513309479,0.2732449769973755
6,0.8370676636695862,0.7200168967247009,0.07066258788108826,0.0005,0.4894379675388336,0.700417160987854,0.2152245193719864
7,0.8437079787254333,0.7297487258911133,0.06780640780925751,0.0005,0.4658313989639282,0.6640046238899231,0.22342170774936676
8,0.8492577075958252,0.7488890290260315,0.06537520885467529,0.0005,0.531072199344635,0.732126772403717,0.19885602593421936
9,0.8545639514923096,0.7589406967163086,0.06305244565010071,0.0005,0.48507314920425415,0.7025917768478394,0.21621012687683105
10,0.8583722114562988,0.7750398516654968,0.06136303022503853,0.0005,0.37984248995780945,0.5009728074073792,0.25910690426826477
11,0.8635936379432678,0.7667409181594849,0.059158388525247574,0.0005,0.4001626670360565,0.5794937014579773,0.25005507469177246
12,0.8703427910804749,0.796135425567627,0.05616433918476105,0.0005,0.42065224051475525,0.6223265528678894,0.24264173209667206
13,0.8698664903640747,0.7944921255111694,0.05639127269387245,0.0005,0.5930421948432922,0.7513375282287598,0.17482711374759674
14,0.8730105757713318,0.7955782413482666,0.05501815304160118,0.0005,0.6270713210105896,0.7683547139167786,0.16015085577964783
15,0.8738088607788086,0.794609546661377,0.05466369539499283,0.0005,0.571347177028656,0.7459882497787476,0.18228451907634735
16,0.8802326917648315,0.8032472133636475,0.05189596861600876,0.0005,0.5241985321044922,0.732771098613739,0.201045960187912
17,0.8825904130935669,0.8196316957473755,0.05085301026701927,0.0005,0.542583703994751,0.712533175945282,0.1936575025320053
