epoch,dice_coef,iou_coef,loss,lr,val_dice_coef,val_iou_coef,val_loss
0,0.6065496802330017,0.26199832558631897,0.1775425523519516,0.0005,0.3645826280117035,0.44757208228111267,0.2664884030818939
1,0.7810913324356079,0.47570377588272095,0.09564817696809769,0.0005,0.39502960443496704,0.5063172578811646,0.2512138783931732
2,0.8126994967460632,0.5716409087181091,0.08185826241970062,0.0005,0.40155014395713806,0.5773615837097168,0.24949242174625397
3,0.8266661763191223,0.6293460726737976,0.0757574811577797,0.0005,0.4755271375179291,0.6921480894088745,0.2201584279537201
4,0.8387609124183655,0.6750131845474243,0.0704379677772522,0.0005,0.43106111884117126,0.6065316200256348,0.23699285089969635
5,0.8499438166618347,0.7105679512023926,0.06553174555301666,0.0005,0.548611044883728,0.7433300018310547,0.19118432700634003
6,0.8548294901847839,0.7317294478416443,0.06334568560123444,0.0005,0.5199654698371887,0.7342548370361328,0.2016858011484146
7,0.8603222966194153,0.7613255977630615,0.060945700854063034,0.0005,0.5262056589126587,0.7427454590797424,0.19968195259571075
8,0.8662136793136597,0.7646512985229492,0.058356739580631256,0.0005,0.43952780961990356,0.6537884473800659,0.23391088843345642
9,0.8694558143615723,0.7783466577529907,0.05689847469329834,0.0005,0.43876349925994873,0.6660457849502563,0.2343807816505432
10,0.8744570016860962,0.7783229351043701,0.05475633591413498,0.0005,0.5704195499420166,0.765730082988739,0.18220923840999603
11,0.876887321472168,0.7883228063583374,0.053687721490859985,0.0005,0.5348345637321472,0.7516419887542725,0.19563131034374237
12,0.882000744342804,0.8149521350860596,0.051446620374917984,0.0005,0.49998822808265686,0.7250107526779175,0.21029885113239288
13,0.8826723694801331,0.8027940392494202,0.05116119980812073,0.0005,0.553158700466156,0.7520356178283691,0.18971411883831024
14,0.8851512670516968,0.7982069849967957,0.050096720457077026,0.0005,0.4978733956813812,0.7014169096946716,0.21038024127483368
15,0.8861669301986694,0.8115553855895996,0.04961637035012245,0.0005,0.5759233236312866,0.7619221210479736,0.18035422265529633
16,0.8898100256919861,0.8324741125106812,0.04794828221201897,0.0005,0.5777503848075867,0.7769847512245178,0.17918440699577332
17,0.89098060131073,0.8331407904624939,0.0474618561565876,0.0005,0.563525915145874,0.743639349937439,0.18461257219314575
18,0.8945688009262085,0.8355856537818909,0.04590196534991264,0.0005,0.5597357153892517,0.7468301653862,0.18663738667964935
19,0.8970549702644348,0.8441786170005798,0.044801048934459686,0.0005,0.5368852019309998,0.7395609617233276,0.1950780749320984
20,0.8981655836105347,0.8464652299880981,0.04439423233270645,0.0005,0.5454432964324951,0.7481243014335632,0.1923278421163559
21,0.8977382779121399,0.8347252607345581,0.044540759176015854,0.0005,0.4959973692893982,0.7140576839447021,0.2115674614906311
22,0.9079996943473816,0.8587369322776794,0.03998551145195961,5.0000002e-05,0.5987535715103149,0.7731017470359802,0.17045095562934875
23,0.911389946937561,0.8917114734649658,0.03849174082279205,5.0000002e-05,0.65428227186203,0.7943585515022278,0.14856600761413574
24,0.913834273815155,0.8855385780334473,0.037444595247507095,5.0000002e-05,0.6512227058410645,0.7933334112167358,0.14984740316867828
25,0.9146473407745361,0.8864269256591797,0.03707254305481911,5.0000002e-05,0.6416850686073303,0.7884817719459534,0.15391938388347626
26,0.9158935546875,0.8923377394676208,0.03653009235858917,5.0000002e-05,0.6453841924667358,0.7899160981178284,0.1522291600704193
27,0.9170653223991394,0.8933166861534119,0.03601432219147682,5.0000002e-05,0.6531742215156555,0.7916037440299988,0.14922180771827698
28,0.9180260300636292,0.911873459815979,0.03561215475201607,5.0000002e-05,0.7481706738471985,0.8161880970001221,0.11156436055898666
29,0.9191980957984924,0.9135563969612122,0.03509281948208809,5.0000002e-05,0.7097101807594299,0.8071305751800537,0.12683795392513275
30,0.9202041625976562,0.905693531036377,0.03465757891535759,5.0000002e-05,0.7016928791999817,0.804928719997406,0.13018907606601715
31,0.9210061430931091,0.9072585105895996,0.03430388867855072,5.0000002e-05,0.6939086318016052,0.8024932146072388,0.13328199088573456
32,0.9215711355209351,0.9076829552650452,0.03405265882611275,5.0000002e-05,0.7014104723930359,0.8046339154243469,0.13031771779060364
33,0.9216586351394653,0.9088482856750488,0.03399113193154335,5.0000002e-05,0.716784656047821,0.8080799579620361,0.12425857037305832
34,0.9233265519142151,0.9090419411659241,0.03327348828315735,5.0000003e-06,0.7143308520317078,0.8078794479370117,0.12529465556144714
35,0.9234462976455688,0.9110473990440369,0.033222734928131104,5.0000003e-06,0.7167962789535522,0.8082653284072876,0.1243772804737091
36,0.9230887293815613,0.9110791087150574,0.03337351605296135,5.0000003e-06,0.7142102718353271,0.8079198002815247,0.1254216581583023
37,0.9231244325637817,0.9122655391693115,0.033353012055158615,5.0000003e-06,0.7177835702896118,0.8086953163146973,0.12402772158384323
38,0.9235934615135193,0.9122920632362366,0.033155426383018494,5.0000003e-06,0.7169302105903625,0.8084622621536255,0.12438402324914932
39,0.9237923622131348,0.9117000699043274,0.03307385742664337,5.0000006e-07,0.7152737379074097,0.808079183101654,0.12506237626075745
40,0.9238125681877136,0.9113299250602722,0.03306884318590164,5.0000006e-07,0.7148881554603577,0.8079497218132019,0.12521593272686005
41,0.9240843653678894,0.9113119840621948,0.03295384719967842,5.0000006e-07,0.7166396379470825,0.8083547949790955,0.12450633198022842
42,0.9235560894012451,0.91167813539505,0.03317103162407875,5.0000006e-07,0.7162219285964966,0.8083359599113464,0.12466953694820404
43,0.9239050149917603,0.9117802381515503,0.03303007036447525,5.0000006e-07,0.714713454246521,0.8078699707984924,0.12526653707027435
44,0.9238573312759399,0.9118794798851013,0.033046357333660126,5.0000004e-08,0.7156127691268921,0.8080689311027527,0.12489216774702072
45,0.9238573908805847,0.9116020798683167,0.0330456905066967,5.0000004e-08,0.7154056429862976,0.8079338669776917,0.1249886229634285
46,0.923815906047821,0.9115850925445557,0.03306073322892189,5.0000004e-08,0.7157766819000244,0.8079438805580139,0.12482742220163345
47,0.9239847660064697,0.9115862250328064,0.03299294784665108,5.0000004e-08,0.7156679630279541,0.8082811832427979,0.1248905286192894
48,0.9238579273223877,0.9116631746292114,0.033043280243873596,5.0000004e-08,0.7166031002998352,0.8083595037460327,0.12451079487800598
49,0.9237945079803467,0.9115764498710632,0.033071696758270264,5.0000004e-09,0.7149895429611206,0.808151364326477,0.1251790076494217
