epoch,dice_coef,dice_coef_large_bowel,dice_coef_small_bowel,dice_coef_stomach,iou_coef,loss,lr,val_dice_coef,val_dice_coef_large_bowel,val_dice_coef_small_bowel,val_dice_coef_stomach,val_iou_coef,val_loss
0,0.5668377876281738,0.6882739663124084,0.5921863913536072,0.4256531298160553,0.23245923221111298,0.1968899667263031,0.0005,0.37747421860694885,0.32895949482917786,0.22132232785224915,0.245621919631958,0.506735622882843,0.2586432993412018
1,0.7846486568450928,0.8357396125793457,0.7475799918174744,0.8449826240539551,0.47465571761131287,0.09421464800834656,0.0005,0.384518027305603,0.3290494382381439,0.23126284778118134,0.2534564435482025,0.4924395680427551,0.25555741786956787
2,0.8095881938934326,0.8546378016471863,0.7778220772743225,0.8692373037338257,0.5578405261039734,0.08331213891506195,0.0005,0.38899073004722595,0.32637184858322144,0.2323581427335739,0.2575540244579315,0.540007472038269,0.25442740321159363
3,0.8279250264167786,0.8700453042984009,0.8035697937011719,0.8793250918388367,0.6177092790603638,0.07522130757570267,0.0005,0.4113186299800873,0.32201093435287476,0.23649245500564575,0.26882630586624146,0.5998427867889404,0.24481315910816193
4,0.8421221971511841,0.8818990588188171,0.8212378025054932,0.8838359713554382,0.6696446537971497,0.0689750462770462,0.0005,0.478543221950531,0.31950992345809937,0.21472151577472687,0.2607680559158325,0.7203919291496277,0.21880409121513367
5,0.8496946692466736,0.88819819688797,0.832921028137207,0.8940181136131287,0.6981772780418396,0.06565053015947342,0.0005,0.4424435496330261,0.32898789644241333,0.23796828091144562,0.2649726867675781,0.640961766242981,0.23259612917900085
6,0.8555240631103516,0.891106128692627,0.8342158794403076,0.8994684219360352,0.7271466255187988,0.0630548894405365,0.0005,0.4989983141422272,0.3154178261756897,0.21847645938396454,0.24413393437862396,0.705220103263855,0.2111891806125641
7,0.862129807472229,0.8988751173019409,0.8475424647331238,0.9001122713088989,0.7447056770324707,0.06013766676187515,0.0005,0.4270734190940857,0.34455668926239014,0.24116340279579163,0.26816821098327637,0.6170145273208618,0.2385140061378479
8,0.8693146109580994,0.9047149419784546,0.8546820878982544,0.9055718779563904,0.7611650824546814,0.05699755623936653,0.0005,0.4435824751853943,0.296610563993454,0.21311528980731964,0.23387907445430756,0.647345244884491,0.2343113124370575
9,0.8728605508804321,0.9081835746765137,0.8654826879501343,0.909864604473114,0.7757571339607239,0.05545026808977127,0.0005,0.5225334167480469,0.33173292875289917,0.2357722371816635,0.2740604877471924,0.7203342318534851,0.20038612186908722
10,0.8767161965370178,0.9101524949073792,0.8658984899520874,0.9075823426246643,0.7841273546218872,0.0537794828414917,0.0005,0.5543321371078491,0.3280104994773865,0.24298416078090668,0.2612118422985077,0.7539604306221008,0.18776385486125946
11,0.8798603415489197,0.9133279919624329,0.8707679510116577,0.9095854163169861,0.7969443798065186,0.05237199738621712,0.0005,0.5521447062492371,0.299998939037323,0.23246848583221436,0.23793891072273254,0.7152135372161865,0.19102664291858673
12,0.8834265470504761,0.9160870909690857,0.8728392720222473,0.9153102040290833,0.8002834916114807,0.05081051588058472,0.0005,0.5449994206428528,0.3241976797580719,0.23743177950382233,0.26540055871009827,0.7487996816635132,0.1921200007200241
13,0.8842064142227173,0.917156457901001,0.8758609294891357,0.9160507321357727,0.8042626976966858,0.050453078001737595,0.0005,0.5133373141288757,0.3184768259525299,0.22941288352012634,0.2568252980709076,0.7248378396034241,0.2058255672454834
14,0.8862043023109436,0.9177387952804565,0.8760108351707458,0.9211123585700989,0.8121967315673828,0.049591291695833206,0.0005,0.47412192821502686,0.3140520453453064,0.22515740990638733,0.2515210211277008,0.6781662702560425,0.22092972695827484
15,0.8845880627632141,0.9158757925033569,0.8740255236625671,0.9213123917579651,0.8005616664886475,0.0502755232155323,0.0005,0.5960189700126648,0.3136703073978424,0.22120146453380585,0.26854878664016724,0.7715227603912354,0.17272676527500153
16,0.891536295413971,0.9214750528335571,0.8838192224502563,0.9174704551696777,0.8234184384346008,0.047222040593624115,0.0005,0.6710259318351746,0.32859212160110474,0.2347290962934494,0.2754622995853424,0.7940273284912109,0.1423659473657608
17,0.8919649720191956,0.9214637875556946,0.8857091665267944,0.9156968593597412,0.8210790753364563,0.04706242308020592,0.0005,0.5511652231216431,0.31042250990867615,0.21773627400398254,0.2521626055240631,0.743208110332489,0.19173075258731842
18,0.890049934387207,0.9207954406738281,0.8825331926345825,0.9236350059509277,0.8132856488227844,0.04788937792181969,0.0005,0.6260786652565002,0.3336673378944397,0.24000194668769836,0.2677755057811737,0.7834011316299438,0.15968817472457886
19,0.8955410718917847,0.9243420958518982,0.8928864598274231,0.9238337278366089,0.8303122520446777,0.045475151389837265,0.0005,0.5392255187034607,0.3382691442966461,0.24622274935245514,0.27157142758369446,0.7373374700546265,0.19415432214736938
20,0.8985857367515564,0.9271560311317444,0.8951571583747864,0.9276416897773743,0.8481972217559814,0.044113852083683014,0.0005,0.5246740579605103,0.3231014609336853,0.23662732541561127,0.2568577826023102,0.7360501885414124,0.20084454119205475
21,0.8989624977111816,0.9278483986854553,0.8922805190086365,0.9198705554008484,0.8373061418533325,0.04400644078850746,0.0005,0.5205115675926208,0.32369521260261536,0.22965547442436218,0.26760172843933105,0.7125769853591919,0.20319534838199615
22,0.9054567813873291,0.9330474734306335,0.9037283658981323,0.9248650670051575,0.845141589641571,0.04109713062644005,5.0000002e-05,0.6278238296508789,0.3319048583507538,0.23987846076488495,0.2737415134906769,0.7844841480255127,0.15907184779644012
23,0.9108520150184631,0.939197301864624,0.9135795831680298,0.9350367188453674,0.8711472153663635,0.03875182196497917,5.0000002e-05,0.6496937274932861,0.3340981602668762,0.24018481373786926,0.2745826542377472,0.7919761538505554,0.1504753977060318
24,0.9124071598052979,0.9395925402641296,0.9152385592460632,0.9308333992958069,0.8776196837425232,0.03805074468255043,5.0000002e-05,0.6693066358566284,0.3366779088973999,0.2429230958223343,0.2744530737400055,0.7988202571868896,0.14264722168445587
25,0.9146599769592285,0.9421751499176025,0.9178510308265686,0.931988000869751,0.8890814185142517,0.03707987070083618,5.0000002e-05,0.667656660079956,0.3349427580833435,0.2418699562549591,0.27591660618782043,0.7982181906700134,0.14351868629455566
