epoch,dice_coef,dice_coef_large_bowel,dice_coef_small_bowel,dice_coef_stomach,iou_coef,loss,lr,val_dice_coef,val_dice_coef_large_bowel,val_dice_coef_small_bowel,val_dice_coef_stomach,val_iou_coef,val_loss
0,0.5761933326721191,0.7159998416900635,0.6104315519332886,0.3454769253730774,0.2037292718887329,0.19155246019363403,0.0005,0.3644649386405945,0.32967904210090637,0.22930113971233368,0.249989852309227,0.3003162741661072,0.2641501724720001
1,0.7946194410324097,0.8418684601783752,0.7583783864974976,0.847339928150177,0.37698766589164734,0.08990967273712158,0.0005,0.3883373439311981,0.37213894724845886,0.2434915006160736,0.2346024364233017,0.3732011616230011,0.2539328634738922
2,0.8192352056503296,0.8580788969993591,0.787720799446106,0.8763294816017151,0.44432491064071655,0.0790877416729927,0.0005,0.4046253263950348,0.36706480383872986,0.24087095260620117,0.25607749819755554,0.5191687345504761,0.2475927770137787
3,0.8295542597770691,0.8677124381065369,0.8006157279014587,0.8855546712875366,0.5008628368377686,0.07445958256721497,0.0005,0.4047597646713257,0.36624768376350403,0.24228954315185547,0.279575914144516,0.4701397716999054,0.24626339972019196
4,0.8406428694725037,0.8760652542114258,0.8137580752372742,0.8937980532646179,0.560208797454834,0.06955037266016006,0.0005,0.4119803011417389,0.3571885824203491,0.23147331178188324,0.26576298475265503,0.5334498882293701,0.24464716017246246
5,0.8496003746986389,0.8867154121398926,0.8283991813659668,0.8926451206207275,0.6021245718002319,0.06557367742061615,0.0005,0.4063344895839691,0.36879003047943115,0.24709826707839966,0.2688707113265991,0.467329204082489,0.24501541256904602
6,0.8565667271614075,0.8919659852981567,0.8368029594421387,0.8949301242828369,0.6324829459190369,0.06253747642040253,0.0005,0.4325943887233734,0.3714873492717743,0.26115015149116516,0.27287760376930237,0.5546416640281677,0.2346995621919632
7,0.8618870973587036,0.8945675492286682,0.8441421985626221,0.9032272696495056,0.6552806496620178,0.06018838286399841,0.0005,0.4151461124420166,0.3766186833381653,0.2560798227787018,0.2733522653579712,0.5186023712158203,0.24149340391159058
8,0.8687839508056641,0.9015145897865295,0.8537268042564392,0.9084112048149109,0.6810564994812012,0.057178154587745667,0.0005,0.41546475887298584,0.37592655420303345,0.26540133357048035,0.2690594494342804,0.5264074802398682,0.2418757528066635
9,0.8680666089057922,0.9008247256278992,0.8530412316322327,0.9044892191886902,0.6753968596458435,0.057448893785476685,0.0005,0.4843110144138336,0.366141676902771,0.25540176033973694,0.2767341732978821,0.7023746967315674,0.2150847464799881
10,0.8726929426193237,0.9047680497169495,0.8605446219444275,0.914640486240387,0.6995206475257874,0.055402155965566635,0.0005,0.4460568428039551,0.36494994163513184,0.25301823019981384,0.26509547233581543,0.5967285633087158,0.22980956733226776
11,0.877500057220459,0.9085782170295715,0.8654053807258606,0.9136191010475159,0.7044135332107544,0.05333860218524933,0.0005,0.48660826683044434,0.3733798563480377,0.2610432803630829,0.2723544239997864,0.6815715432167053,0.21308405697345734
12,0.8762507438659668,0.9068320393562317,0.8629952669143677,0.918291449546814,0.7073048949241638,0.05382524058222771,0.0005,0.425983190536499,0.3727703094482422,0.24572531878948212,0.27312204241752625,0.5559117794036865,0.23805832862854004
13,0.8828450441360474,0.9125465750694275,0.8716158866882324,0.915977954864502,0.7311193943023682,0.0509900227189064,0.0005,0.4424857795238495,0.3457702696323395,0.2353048473596573,0.23971886932849884,0.6493685245513916,0.23297275602817535
14,0.881485104560852,0.9133381843566895,0.8725401759147644,0.9081783890724182,0.7171640396118164,0.05157490447163582,0.0005,0.48526158928871155,0.3520990014076233,0.2366994321346283,0.2576810419559479,0.6804324984550476,0.21582861244678497
15,0.8854854106903076,0.9163373708724976,0.8759398460388184,0.9145368933677673,0.7440030574798584,0.04979211464524269,0.0005,0.4289608597755432,0.37949955463409424,0.2609810531139374,0.2779386043548584,0.5325335264205933,0.236248180270195
16,0.8891218304634094,0.9196745157241821,0.8796891570091248,0.9211347699165344,0.7523348331451416,0.04822101444005966,0.0005,0.568044126033783,0.3693896532058716,0.25587931275367737,0.2783356308937073,0.7723779082298279,0.1813613325357437
17,0.8896902203559875,0.9183396697044373,0.8801060914993286,0.9184131622314453,0.7569556832313538,0.04795769229531288,0.0005,0.42352524399757385,0.3666139841079712,0.2403527945280075,0.25697168707847595,0.5855120420455933,0.23974213004112244
18,0.8950195908546448,0.9231320023536682,0.8900916576385498,0.9210537672042847,0.7747288346290588,0.04564083367586136,0.0005,0.5414341688156128,0.3759446442127228,0.26167675852775574,0.27627885341644287,0.745086669921875,0.19170095026493073
19,0.8889731168746948,0.9188650250434875,0.8797001838684082,0.9219555258750916,0.7487664222717285,0.048301901668310165,0.0005,0.483799546957016,0.3754977881908417,0.25825390219688416,0.277890682220459,0.6828668713569641,0.2145322561264038
20,0.897368311882019,0.9253639578819275,0.891101598739624,0.9264566898345947,0.7858819365501404,0.04459100216627121,0.0005,0.6056568622589111,0.3663571774959564,0.2616664171218872,0.2636646628379822,0.7660068869590759,0.1666315197944641
21,0.8958642482757568,0.923576831817627,0.8880664110183716,0.9230709075927734,0.7782292366027832,0.045281194150447845,0.0005,0.49333977699279785,0.3760029375553131,0.2594512701034546,0.2710043787956238,0.7106230854988098,0.2105846107006073
22,0.8963482975959778,0.9226175546646118,0.8912599086761475,0.9232893586158752,0.7712150812149048,0.04507157951593399,0.0005,0.5262929797172546,0.375309020280838,0.2605339586734772,0.2756442427635193,0.734830379486084,0.19791686534881592
23,0.9008416533470154,0.9285831451416016,0.8986195921897888,0.9223691821098328,0.7924605011940002,0.043088484555482864,0.0005,0.5156006217002869,0.3751031756401062,0.2611297070980072,0.27695953845977783,0.7257938981056213,0.20238614082336426
24,0.9031749963760376,0.9302198886871338,0.898995578289032,0.9258521199226379,0.8071911334991455,0.042045317590236664,0.0005,0.45095282793045044,0.3658428192138672,0.25000452995300293,0.2635710537433624,0.6434171199798584,0.22923590242862701
25,0.9042251110076904,0.9293256402015686,0.9010524153709412,0.9292076230049133,0.8106602430343628,0.041579075157642365,0.0005,0.4877566993236542,0.37096503376960754,0.25906848907470703,0.27616265416145325,0.7012948393821716,0.2139478474855423
26,0.9092658758163452,0.9348970055580139,0.9071456789970398,0.9325876832008362,0.8211053013801575,0.03935745730996132,5.0000002e-05,0.5820845365524292,0.37347644567489624,0.26419582962989807,0.28126975893974304,0.7764156460762024,0.1757602095603943
27,0.9138175845146179,0.9396024346351624,0.9140883088111877,0.9310094118118286,0.8412590622901917,0.03738439455628395,5.0000002e-05,0.5868993401527405,0.37598609924316406,0.2653866708278656,0.28037166595458984,0.7781277894973755,0.17376716434955597
28,0.916070818901062,0.940758228302002,0.9184370636940002,0.9331086874008179,0.8851549029350281,0.036416321992874146,5.0000002e-05,0.6726328134536743,0.37705743312835693,0.2676168382167816,0.280989408493042,0.8117571473121643,0.139668807387352
29,0.9173358082771301,0.9411582946777344,0.9164245128631592,0.9351109266281128,0.900702178478241,0.03587443754076958,5.0000002e-05,0.7084668874740601,0.37599197030067444,0.26516395807266235,0.2809385657310486,0.8229383826255798,0.12564362585544586
30,0.918673038482666,0.9429551362991333,0.9203670620918274,0.9347819685935974,0.899684727191925,0.035268452018499374,5.0000002e-05,0.6814287900924683,0.3762538731098175,0.26550933718681335,0.2819388210773468,0.8139881491661072,0.13633480668067932
31,0.9200026988983154,0.9438678622245789,0.9208422899246216,0.9399303793907166,0.893769383430481,0.034691132605075836,5.0000002e-05,0.6685065627098083,0.37489640712738037,0.26527053117752075,0.28244543075561523,0.8091520667076111,0.14151042699813843
32,0.9208200573921204,0.9459397792816162,0.9243572950363159,0.9409965872764587,0.8892389535903931,0.0343354195356369,5.0000002e-05,0.6752809286117554,0.37559083104133606,0.2655920088291168,0.2810211479663849,0.8103682398796082,0.1387496292591095
33,0.9215754866600037,0.9460059404373169,0.9213814735412598,0.9428423643112183,0.8943918943405151,0.033999159932136536,5.0000002e-05,0.6865070462226868,0.3765072822570801,0.26507115364074707,0.2804286777973175,0.8149446845054626,0.13427869975566864
34,0.9224193096160889,0.945652425289154,0.9232144951820374,0.9425071477890015,0.9010540843009949,0.03364330530166626,5.0000002e-05,0.733858585357666,0.3733486235141754,0.263621062040329,0.27917933464050293,0.8295438289642334,0.11587172746658325
35,0.9231719970703125,0.9482147097587585,0.924586832523346,0.9475237131118774,0.9143504500389099,0.03331751376390457,5.0000002e-05,0.723200798034668,0.37499120831489563,0.2642684280872345,0.28053492307662964,0.8252444863319397,0.11984308809041977
36,0.9235693216323853,0.9478480219841003,0.9265122413635254,0.9453084468841553,0.9083287715911865,0.033129144459962845,5.0000002e-05,0.7071588039398193,0.37563011050224304,0.2651398777961731,0.2795955240726471,0.8194613456726074,0.12621991336345673
37,0.9244173169136047,0.9484728574752808,0.9279707074165344,0.9394123554229736,0.9062873721122742,0.03275856748223305,5.0000002e-05,0.6966186165809631,0.3724742531776428,0.26356109976768494,0.2772497534751892,0.8166377544403076,0.13059012591838837
38,0.9254470467567444,0.9494276642799377,0.9257212281227112,0.9442673921585083,0.9055806994438171,0.03232014551758766,5.0000002e-05,0.7043194770812988,0.3740842640399933,0.2647271156311035,0.28073689341545105,0.8190485239028931,0.12746243178844452
39,0.9256249070167542,0.9474344253540039,0.9256319999694824,0.9454727172851562,0.9230781197547913,0.03225108981132507,5.0000002e-05,0.7562353014945984,0.37405821681022644,0.2642159163951874,0.2780132293701172,0.8333693146705627,0.10719935595989227
40,0.9263063669204712,0.9506603479385376,0.9310916066169739,0.9446664452552795,0.9195240139961243,0.0319342277944088,5.0000002e-05,0.741753876209259,0.3747812509536743,0.2640908360481262,0.2783948481082916,0.8286815285682678,0.11281990259885788
41,0.9270399212837219,0.9509282112121582,0.93086838722229,0.9415930509567261,0.9180500507354736,0.031613342463970184,5.0000002e-05,0.7150812745094299,0.3749482035636902,0.26434117555618286,0.27980345487594604,0.8235564231872559,0.12330827116966248
42,0.9278603196144104,0.9515751600265503,0.9319350123405457,0.951267659664154,0.9165087342262268,0.03126322478055954,5.0000002e-05,0.7256265878677368,0.3745743930339813,0.2652604579925537,0.27901315689086914,0.825542151927948,0.11924310773611069
43,0.9283401966094971,0.9525198340415955,0.9310138821601868,0.941893458366394,0.9169538021087646,0.03105028159916401,5.0000002e-05,0.7184984087944031,0.3734131455421448,0.26408302783966064,0.28083452582359314,0.8246151208877563,0.12219168990850449
44,0.9288965463638306,0.9525082111358643,0.9342483878135681,0.9473338723182678,0.917806088924408,0.030811982229351997,5.0000002e-05,0.7164862751960754,0.37576210498809814,0.2648020088672638,0.2794933319091797,0.8222782015800476,0.1228552758693695
45,0.9298338890075684,0.9537103772163391,0.9359830617904663,0.9458945393562317,0.9176914095878601,0.030392860993742943,5.0000003e-06,0.7279918193817139,0.3755377233028412,0.2647553086280823,0.2790491580963135,0.825979471206665,0.11836324632167816
46,0.9299032092094421,0.9539288878440857,0.9329292178153992,0.9447014331817627,0.9187231063842773,0.03037332557141781,5.0000003e-06,0.7284533977508545,0.3751280903816223,0.2648683190345764,0.27924251556396484,0.8257988095283508,0.11814316362142563
47,0.9297567009925842,0.9540078043937683,0.9327728748321533,0.9496647119522095,0.9208787679672241,0.030430778861045837,5.0000003e-06,0.7359418272972107,0.37495487928390503,0.26474547386169434,0.27920255064964294,0.8280686140060425,0.11519277840852737
48,0.9300162196159363,0.9543708562850952,0.9336327910423279,0.9465202689170837,0.9209807515144348,0.030321577563881874,5.0000003e-06,0.7346563935279846,0.3748413622379303,0.26460209488868713,0.27916353940963745,0.8278130888938904,0.11571449041366577
49,0.930164098739624,0.9544525742530823,0.9342347383499146,0.948519766330719,0.9205524325370789,0.030254678800702095,5.0000003e-06,0.733901858329773,0.3748055696487427,0.2646532356739044,0.27897927165031433,0.82781583070755,0.11603046953678131
